MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,HeatingQC,Electrical,1stFlrSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,Functional,GarageType,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,LandSlope_Mod,LandSlope_Sev,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_GarageFinish_missing,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,BsmtFullBath_1,BsmtFullBath_2,BsmtFullBath_3,BsmtHalfBath_1,BsmtHalfBath_2,FullBath_1,FullBath_2,FullBath_3,HalfBath_1,HalfBath_2,Fireplaces_1,Fireplaces_2,Fireplaces_3
0.0,3.0,-0.0019559719097264642,0.06839188149449939,4.0,19.0,2.0,0.0,2.0,4.0,4.0,-0.2068289965938174,-0.9618803888528226,1.0,6.0,6.0,-0.573096745058249,4.0,1.0,4.0,4.0,4.0,5.0,1.013392080236519,6.0,-0.9808191338273066,0.0,4.0,-0.3180491574739142,-0.9049922291434831,3.0,3.0,6.0,5.0,1.0,-0.41642515939519303,-0.7518872697842447,-0.7048445266561093,1.0,2.0,8.0,4.0,129500.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,3.0,0.6157193680039011,0.14092793060937242,4.0,16.0,2.0,0.0,5.0,8.0,4.0,1.1181479782925705,1.0248167653764193,1.0,14.0,15.0,1.0066146208226985,4.0,2.0,1.5,4.0,4.0,3.0,1.215168554182565,6.0,-0.88349903406324,0.0,4.0,0.04940801902594119,1.5385310072140879,4.0,8.0,6.0,3.0,3.0,1.2300018490367757,0.42093481660626786,-0.3878383107525139,6.0,0.0,8.0,4.0,340075.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,-0.06784134150051344,0.2455241119297142,4.0,19.0,2.0,0.0,2.0,4.0,5.0,-0.3062022697102965,-1.1072484733086208,1.0,6.0,10.0,-0.573096745058249,4.0,1.0,4.0,4.0,4.0,0.0,0.642737470487804,6.0,-0.8880255503313361,4.0,4.0,-0.649278161642798,-1.1485833305872286,2.0,2.0,6.0,5.0,1.0,-0.5661003419799174,0.36508614582576726,-0.7048445266561093,8.0,2.0,8.0,4.0,144000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,0.8627895039693523,0.013488905092634163,4.0,5.0,2.0,0.0,2.0,6.0,4.0,1.1512724026647303,1.073272793528352,1.0,12.0,13.0,1.1170839471080793,4.0,2.0,3.0,4.0,0.0,6.0,-0.9736675436234561,6.0,2.0972119284780524,0.0,4.0,0.8567787166875953,-0.041005041210198656,3.0,5.0,6.0,1.0,3.0,1.71644619243713,0.5246537766271976,-0.2066919016647451,7.0,1.0,8.0,4.0,279500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,0.17922879446493764,0.04033926581471424,0.0,12.0,2.0,0.0,2.0,5.0,4.0,-0.37245111845461587,-1.2041605296124862,1.0,8.0,8.0,0.597878113566789,4.0,1.0,4.0,4.0,4.0,1.0,0.6339645803162368,6.0,-0.10720149408475617,4.0,4.0,0.2331366072758689,-0.49964141189725053,2.0,3.0,6.0,1.0,1.0,-0.5661003419799174,-0.7518872697842447,1.861396268753949,4.0,2.0,8.0,4.0,157000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.0,3.0,-0.7843447358003215,-0.44056271726731694,0.0,3.0,2.0,0.0,1.0,6.0,6.5,-1.3993082739915665,0.7825366246167557,1.0,13.0,14.0,-0.573096745058249,4.0,0.0,4.0,4.0,4.0,6.0,-0.9736675436234561,6.0,0.5989350437382379,0.0,4.0,-0.7993663041568234,-1.2589605484289257,2.0,3.0,6.0,5.0,2.0,0.48162593611315346,-0.36892495586081203,0.9858552914963997,6.0,1.0,8.0,4.0,132000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,-0.10078402629590685,0.07249958593332508,1.0,12.0,2.0,0.0,2.0,5.0,6.0,-0.04120687473301889,-0.7196002480931589,1.0,13.0,14.0,0.42112719151017947,4.0,1.0,4.0,4.0,4.0,0.0,0.29401508616800703,6.0,-0.31994775868527364,0.0,4.0,-0.41120731489641277,-0.9735022264245365,2.0,3.0,6.0,1.0,2.0,0.03260038835898022,-0.7518872697842447,-0.7048445266561093,2.0,4.0,8.0,4.0,149000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10.0,3.0,0.08040074007875722,0.02741502501938465,4.0,19.0,2.0,0.0,2.0,3.0,4.0,-0.140580147849498,-0.8649683325489571,1.0,8.0,8.0,-0.573096745058249,4.0,3.0,1.5,4.0,1.0,2.0,-0.9736675436234561,6.0,-1.2840957237897463,4.0,4.0,0.3444088508638533,-0.41781002625599234,2.0,4.0,6.0,4.0,2.0,0.2009849687667952,-0.7518872697842447,-0.7048445266561093,9.0,0.0,8.0,4.0,90000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,-0.16666939588669383,0.3183607247840135,4.0,20.0,2.0,0.0,2.0,4.0,4.0,1.085023553920411,0.9279047090725538,1.0,12.0,13.0,-0.573096745058249,4.0,2.0,4.0,4.0,4.0,3.0,0.44315421908464975,6.0,-0.22489091705525519,0.0,4.0,-0.1265573894387783,-0.7641661236213179,3.0,4.0,6.0,5.0,2.0,0.48162593611315346,-0.7518872697842447,0.8348999505899256,5.0,2.0,8.0,4.0,159000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,3.0,-0.0019559719097264642,-0.2962921223427076,4.0,12.0,2.0,0.0,2.0,4.0,5.0,-0.4386999671989353,-0.9618803888528226,1.0,3.0,10.0,-0.573096745058249,4.0,1.0,4.0,4.0,4.0,4.0,0.1317166179940135,6.0,-0.09588520341451588,4.0,4.0,0.4556810944518377,-0.3359786406147341,3.0,4.0,6.0,1.0,1.0,-0.8373866104147305,-0.7518872697842447,-0.7048445266561093,4.0,3.0,8.0,4.0,139000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,3.0,1.2745730639117707,0.3704584396179002,0.0,16.0,2.0,0.0,5.0,7.0,4.0,1.1181479782925705,1.0248167653764193,1.0,12.0,13.0,1.525820454363989,4.0,2.0,1.5,4.0,0.0,6.0,-0.9736675436234561,6.0,1.3367571954379047,0.0,4.0,-0.012697419255724512,1.6374898921756096,4.0,7.0,6.0,3.0,3.0,1.7772517353621742,1.1629242998329188,1.6198677233035905,10.0,0.0,8.0,4.0,325300.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3.0,3.0,-0.5372745998348705,-0.30741298070147954,4.0,9.0,2.0,0.0,1.0,6.0,6.0,-1.366183849619407,-1.6887208111318135,1.0,13.0,14.0,-0.573096745058249,4.0,2.0,4.0,4.0,4.0,6.0,-0.9736675436234561,6.0,0.1575997075988666,0.0,4.0,-0.14208374900919474,-0.7755844565014934,3.0,4.0,6.0,1.0,1.0,-0.9028695027955475,-0.7518872697842447,-0.7048445266561093,5.0,1.0,8.0,4.0,139400.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,0.20393580806148276,-0.07768209586666758,4.0,5.0,2.0,0.0,2.0,7.0,4.0,1.0187747051760916,0.8309926527686884,1.0,12.0,13.0,0.9789972892513532,4.0,2.0,3.0,4.0,4.0,6.0,-0.9736675436234561,6.0,2.5306258611482555,0.0,4.0,1.635684421803486,0.5318146582786089,3.0,5.0,6.0,1.0,2.0,0.2851772589707027,0.6124159735679843,1.6953453937568275,8.0,2.0,8.0,4.0,230000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11.0,3.0,-1.0725932277600143,-0.6305190005847192,4.0,10.0,2.0,0.0,2.0,4.0,6.0,0.1575396714999393,-0.42886407918156255,1.0,5.0,5.0,-0.573096745058249,4.0,2.0,3.0,4.0,4.0,3.0,0.8686393924056599,6.0,-0.8314440969801347,4.0,4.0,-0.26629462557252614,-0.8669311195428979,3.0,4.0,6.0,1.0,2.0,0.46291653829006296,0.045950884222906704,0.9556642233151048,5.0,1.0,8.0,4.0,129900.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,-0.05136999910281666,-0.22756321392723397,4.0,19.0,2.0,0.0,2.0,4.0,6.5,-0.1074557234773383,0.7825366246167557,1.0,9.0,10.0,-0.573096745058249,4.0,1.0,4.0,4.0,3.0,5.0,-0.5613417055597968,6.0,-0.8223910644439425,0.0,4.0,-0.26629462557252614,-0.8669311195428979,3.0,4.0,6.0,1.0,1.0,-0.9496429973532738,2.4873356354847904,0.6537535415021567,4.0,4.0,8.0,4.0,154000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,1.6451782678599474,0.3719612583150316,0.0,16.0,2.0,0.0,2.0,7.0,4.0,1.18439682703689,1.073272793528352,1.0,12.0,13.0,1.7191417753634055,4.0,2.0,3.0,4.0,4.0,6.0,-0.9736675436234561,6.0,2.2601665141295126,0.0,4.0,1.1310777357649522,0.160718839672903,3.0,5.0,6.0,1.0,3.0,1.9503136652257618,-0.7518872697842447,0.14050538242014513,6.0,3.0,8.0,4.0,256300.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,-0.4137395318521449,-0.33235977107385994,0.0,12.0,2.0,0.0,2.0,4.0,6.0,-0.6705709378040532,0.7340805964648229,1.0,13.0,14.0,-0.573096745058249,4.0,1.0,4.0,4.0,3.0,1.0,-0.46045346858677383,6.0,-0.8767092596610959,4.0,4.0,-0.6803308807836308,-1.1714199963475798,3.0,3.0,6.0,5.0,2.0,0.48162593611315346,1.0193134321116315,-0.2217874357553925,4.0,4.0,8.0,4.0,134800.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,1.151037995929045,0.09624412134800037,4.0,16.0,2.0,0.0,2.0,7.0,4.0,1.18439682703689,1.1217288216802848,1.0,12.0,13.0,0.5315965177955604,4.0,2.0,1.5,4.0,4.0,3.0,1.697677513618762,6.0,-0.18415227064239015,0.0,4.0,1.4002013016521702,0.3586366095959462,3.0,5.0,6.0,1.0,3.0,1.3983864294445907,-0.7518872697842447,0.04993217787626071,4.0,4.0,8.0,4.0,306000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,3.0,-0.9490581597772889,0.5814541846951414,1.0,12.0,2.0,0.0,2.0,4.0,5.0,-0.47182439157109496,0.5887125120090247,1.0,8.0,8.0,-0.573096745058249,4.0,1.0,4.0,4.0,2.0,1.0,1.8270776436493785,6.0,-0.8156012900417983,4.0,4.0,1.1310777357649522,0.160718839672903,2.0,4.0,6.0,1.0,1.0,-0.7204528740204146,1.5458866137563516,1.861396268753949,11.0,0.0,8.0,4.0,207500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,-0.4137395318521449,-0.4201243829863306,4.0,3.0,2.0,0.0,2.0,3.0,5.0,-1.465557122735886,-1.6887208111318135,1.0,8.0,8.0,-0.573096745058249,4.0,0.0,4.0,4.0,4.0,6.0,-0.9736675436234561,6.0,-0.10720149408475617,1.0,4.0,-1.6636669869100045,-1.894581078758699,1.0,2.0,6.0,5.0,1.0,-1.089963481026453,-0.3609465743207405,-0.7048445266561093,4.0,2.0,8.0,4.0,68500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,3.0,-0.8255230917945633,-0.20211548398914314,4.0,9.0,2.0,0.0,5.0,3.0,3.0,-1.697428093341004,-1.6887208111318135,1.0,3.0,3.0,-0.573096745058249,4.0,0.0,4.0,4.0,4.0,6.0,-0.9736675436234561,6.0,0.1847588052074433,4.0,4.0,-1.3298502561460512,-0.37784586117537783,3.0,4.0,6.0,5.0,1.0,-1.0431899864687266,-0.7518872697842447,0.11031431423885031,6.0,2.0,8.0,4.0,40000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,0.44277027282808545,-0.1977072158108912,1.0,19.0,2.0,0.0,2.0,4.0,5.0,-0.1737045722216577,1.0248167653764193,1.0,6.0,6.0,-0.573096745058249,4.0,1.0,4.0,4.0,4.0,6.0,-0.9736675436234561,6.0,1.495185264821269,2.0,4.0,0.16844344239913378,-0.547217798897982,3.0,4.0,6.0,1.0,1.0,-0.9449656478975011,-0.7518872697842447,0.27636518923597175,5.0,2.0,8.0,4.0,149350.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,3.0,0.6157193680039011,0.05326350661004382,0.0,5.0,2.0,0.0,2.0,7.0,4.0,1.18439682703689,1.073272793528352,1.0,12.0,13.0,-0.573096745058249,4.0,2.0,1.5,4.0,0.0,6.0,-0.9736675436234561,6.0,1.5087648136255571,0.0,4.0,0.1839698019695502,-0.5357994660178065,3.0,5.0,6.0,1.0,2.0,0.05130978618207077,-0.7518872697842447,-0.2519785039366873,0.0,2.0,8.0,4.0,179900.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,-0.0019559719097264642,0.0034701137784251806,4.0,12.0,2.0,0.0,2.0,4.0,4.0,-0.4055755428267756,-1.2526165577644188,1.0,3.0,3.0,-0.573096745058249,4.0,1.0,4.0,4.0,4.0,5.0,1.259033005040401,6.0,-0.4240576328514843,2.0,4.0,1.3898503952718926,0.3510243876758291,4.0,4.0,6.0,1.0,2.0,-0.12175214368151684,-0.7518872697842447,-0.1312142312115081,3.0,4.0,8.0,4.0,165500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
